Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	Rhodococcus_erythropolis_aa	n10	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72903.1, Rhodococcus_erythropolis_aa_ALU70737.1, Rhodococcus_erythropolis_aa_ALU72148.1, Rhodococcus_erythropolis_aa_ALU72954.1, Rhodococcus_erythropolis_aa_ALU73105.1	Rhodococcus_erythropolis_aa_ALU72147.1, Rhodococcus_erythropolis_aa_ALU70738.1, Rhodococcus_erythropolis_aa_ALU72902.1, Rhodococcus_erythropolis_aa_ALU72955.1, Rhodococcus_erythropolis_aa_ALU73106.1
OG0000000	Rhodococcus_erythropolis_aa	n11	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72903.1, Rhodococcus_erythropolis_aa_ALU70737.1, Rhodococcus_erythropolis_aa_ALU72148.1	Rhodococcus_erythropolis_aa_ALU72954.1, Rhodococcus_erythropolis_aa_ALU73105.1
OG0000000	Rhodococcus_erythropolis_aa	n12	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72903.1, Rhodococcus_erythropolis_aa_ALU70737.1	Rhodococcus_erythropolis_aa_ALU72148.1
OG0000000	Rhodococcus_erythropolis_aa	n13	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72903.1	Rhodococcus_erythropolis_aa_ALU70737.1
OG0000000	Rhodococcus_erythropolis_aa	n14	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72954.1	Rhodococcus_erythropolis_aa_ALU73105.1
OG0000000	Rhodococcus_erythropolis_aa	n15	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72147.1, Rhodococcus_erythropolis_aa_ALU70738.1, Rhodococcus_erythropolis_aa_ALU72902.1	Rhodococcus_erythropolis_aa_ALU72955.1, Rhodococcus_erythropolis_aa_ALU73106.1
OG0000000	Rhodococcus_erythropolis_aa	n16	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72147.1	Rhodococcus_erythropolis_aa_ALU70738.1, Rhodococcus_erythropolis_aa_ALU72902.1
OG0000000	Rhodococcus_erythropolis_aa	n17	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70738.1	Rhodococcus_erythropolis_aa_ALU72902.1
OG0000000	Rhodococcus_erythropolis_aa	n18	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72955.1	Rhodococcus_erythropolis_aa_ALU73106.1
OG0000000	Rhodococcus_erythropolis_aa	n19	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73107.1, Rhodococcus_erythropolis_aa_ALU72956.1, Rhodococcus_erythropolis_aa_ALU72146.1	Rhodococcus_erythropolis_aa_ALU70739.1, Rhodococcus_erythropolis_aa_ALU72901.1
OG0000000	Rhodococcus_erythropolis_aa	n20	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73107.1, Rhodococcus_erythropolis_aa_ALU72956.1	Rhodococcus_erythropolis_aa_ALU72146.1
OG0000000	Rhodococcus_erythropolis_aa	n21	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73107.1	Rhodococcus_erythropolis_aa_ALU72956.1
OG0000000	Rhodococcus_erythropolis_aa	n22	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70739.1	Rhodococcus_erythropolis_aa_ALU72901.1
OG0000000	Rhodococcus_erythropolis_aa	n23	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73108.1, Rhodococcus_erythropolis_aa_ALU72957.1, Rhodococcus_erythropolis_aa_ALU72145.1, Rhodococcus_erythropolis_aa_ALU70740.1, Rhodococcus_erythropolis_aa_ALU72900.1	Rhodococcus_erythropolis_aa_ALU70736.1, Rhodococcus_erythropolis_aa_ALU72904.1, Rhodococcus_erythropolis_aa_ALU72149.1, Rhodococcus_erythropolis_aa_ALU73104.1, Rhodococcus_erythropolis_aa_ALU72953.1
OG0000000	Rhodococcus_erythropolis_aa	n24	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73108.1	Rhodococcus_erythropolis_aa_ALU72957.1, Rhodococcus_erythropolis_aa_ALU72145.1, Rhodococcus_erythropolis_aa_ALU70740.1, Rhodococcus_erythropolis_aa_ALU72900.1
OG0000000	Rhodococcus_erythropolis_aa	n25	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72957.1	Rhodococcus_erythropolis_aa_ALU72145.1, Rhodococcus_erythropolis_aa_ALU70740.1, Rhodococcus_erythropolis_aa_ALU72900.1
OG0000000	Rhodococcus_erythropolis_aa	n26	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72145.1	Rhodococcus_erythropolis_aa_ALU70740.1, Rhodococcus_erythropolis_aa_ALU72900.1
OG0000000	Rhodococcus_erythropolis_aa	n27	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70740.1	Rhodococcus_erythropolis_aa_ALU72900.1
OG0000000	Rhodococcus_erythropolis_aa	n28	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70736.1, Rhodococcus_erythropolis_aa_ALU72904.1, Rhodococcus_erythropolis_aa_ALU72149.1	Rhodococcus_erythropolis_aa_ALU73104.1, Rhodococcus_erythropolis_aa_ALU72953.1
OG0000000	Rhodococcus_erythropolis_aa	n29	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70736.1, Rhodococcus_erythropolis_aa_ALU72904.1	Rhodococcus_erythropolis_aa_ALU72149.1
OG0000000	Rhodococcus_erythropolis_aa	n30	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70736.1	Rhodococcus_erythropolis_aa_ALU72904.1
OG0000000	Rhodococcus_erythropolis_aa	n31	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73104.1	Rhodococcus_erythropolis_aa_ALU72953.1
OG0000001	Rhodococcus_erythropolis_aa	n0	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70336.1	Rhodococcus_erythropolis_aa_ALU69501.1, Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1, Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1, Rhodococcus_erythropolis_aa_ALU69267.1, Rhodococcus_erythropolis_aa_ALU73434.1, Rhodococcus_erythropolis_aa_ALU68903.1, Rhodococcus_erythropolis_aa_ALU73428.1, Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1, Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1, Rhodococcus_erythropolis_aa_ALU71815.1, Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69501.1	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1, Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1, Rhodococcus_erythropolis_aa_ALU69267.1, Rhodococcus_erythropolis_aa_ALU73434.1, Rhodococcus_erythropolis_aa_ALU68903.1, Rhodococcus_erythropolis_aa_ALU73428.1, Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1, Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1, Rhodococcus_erythropolis_aa_ALU71815.1, Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1, Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1, Rhodococcus_erythropolis_aa_ALU69267.1, Rhodococcus_erythropolis_aa_ALU73434.1	Rhodococcus_erythropolis_aa_ALU68903.1, Rhodococcus_erythropolis_aa_ALU73428.1, Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1, Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1, Rhodococcus_erythropolis_aa_ALU71815.1, Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1, Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1, Rhodococcus_erythropolis_aa_ALU69267.1	Rhodococcus_erythropolis_aa_ALU73434.1
OG0000001	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1, Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1	Rhodococcus_erythropolis_aa_ALU69267.1
OG0000001	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1, Rhodococcus_erythropolis_aa_ALU72665.1	Rhodococcus_erythropolis_aa_ALU70365.1, Rhodococcus_erythropolis_aa_ALU72997.1
OG0000001	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1, Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1	Rhodococcus_erythropolis_aa_ALU72665.1
OG0000001	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67887.1	Rhodococcus_erythropolis_aa_ALU68443.1, Rhodococcus_erythropolis_aa_ALU73420.1
OG0000001	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68443.1	Rhodococcus_erythropolis_aa_ALU73420.1
OG0000001	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70365.1	Rhodococcus_erythropolis_aa_ALU72997.1
OG0000001	Rhodococcus_erythropolis_aa	n10	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68903.1, Rhodococcus_erythropolis_aa_ALU73428.1	Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1, Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1, Rhodococcus_erythropolis_aa_ALU71815.1, Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n11	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68903.1	Rhodococcus_erythropolis_aa_ALU73428.1
OG0000001	Rhodococcus_erythropolis_aa	n12	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1, Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1	Rhodococcus_erythropolis_aa_ALU71815.1, Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n13	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1, Rhodococcus_erythropolis_aa_ALU68633.1	Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1, Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1
OG0000001	Rhodococcus_erythropolis_aa	n14	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71821.1, Rhodococcus_erythropolis_aa_ALU68302.1	Rhodococcus_erythropolis_aa_ALU68633.1
OG0000001	Rhodococcus_erythropolis_aa	n15	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71821.1	Rhodococcus_erythropolis_aa_ALU68302.1
OG0000001	Rhodococcus_erythropolis_aa	n16	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1, Rhodococcus_erythropolis_aa_ALU68741.1	Rhodococcus_erythropolis_aa_ALU67771.1, Rhodococcus_erythropolis_aa_ALU70223.1
OG0000001	Rhodococcus_erythropolis_aa	n17	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72059.1, Rhodococcus_erythropolis_aa_ALU67757.1	Rhodococcus_erythropolis_aa_ALU68741.1
OG0000001	Rhodococcus_erythropolis_aa	n18	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72059.1	Rhodococcus_erythropolis_aa_ALU67757.1
OG0000001	Rhodococcus_erythropolis_aa	n19	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67771.1	Rhodococcus_erythropolis_aa_ALU70223.1
OG0000001	Rhodococcus_erythropolis_aa	n20	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71815.1	Rhodococcus_erythropolis_aa_ALU69706.1, Rhodococcus_erythropolis_aa_ALU68501.1
OG0000001	Rhodococcus_erythropolis_aa	n21	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69706.1	Rhodococcus_erythropolis_aa_ALU68501.1
OG0000002	Rhodococcus_erythropolis_aa	n0	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69547.1	Rhodococcus_erythropolis_aa_ALU69140.1, Rhodococcus_erythropolis_aa_ALU72934.1, Rhodococcus_erythropolis_aa_ALU72213.1, Rhodococcus_erythropolis_aa_ALU69061.1, Rhodococcus_erythropolis_aa_ALU68794.1, Rhodococcus_erythropolis_aa_ALU69907.1, Rhodococcus_erythropolis_aa_ALU69135.1, Rhodococcus_erythropolis_aa_ALU73393.1, Rhodococcus_erythropolis_aa_ALU69330.1, Rhodococcus_erythropolis_aa_ALU69542.1, Rhodococcus_erythropolis_aa_ALU68305.1, Rhodococcus_erythropolis_aa_ALU72751.1, Rhodococcus_erythropolis_aa_ALU68056.1, Rhodococcus_erythropolis_aa_ALU68004.1, Rhodococcus_erythropolis_aa_ALU73724.1, Rhodococcus_erythropolis_aa_ALU69716.1, Rhodococcus_erythropolis_aa_ALU72930.1, Rhodococcus_erythropolis_aa_ALU68725.1, Rhodococcus_erythropolis_aa_ALU69684.1, Rhodococcus_erythropolis_aa_ALU68621.1, Rhodococcus_erythropolis_aa_ALU67797.1, Rhodococcus_erythropolis_aa_ALU72402.1
OG0000002	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69140.1, Rhodococcus_erythropolis_aa_ALU72934.1, Rhodococcus_erythropolis_aa_ALU72213.1, Rhodococcus_erythropolis_aa_ALU69061.1, Rhodococcus_erythropolis_aa_ALU68794.1, Rhodococcus_erythropolis_aa_ALU69907.1, Rhodococcus_erythropolis_aa_ALU69135.1, Rhodococcus_erythropolis_aa_ALU73393.1, Rhodococcus_erythropolis_aa_ALU69330.1, Rhodococcus_erythropolis_aa_ALU69542.1, Rhodococcus_erythropolis_aa_ALU68305.1, Rhodococcus_erythropolis_aa_ALU72751.1, Rhodococcus_erythropolis_aa_ALU68056.1, Rhodococcus_erythropolis_aa_ALU68004.1, Rhodococcus_erythropolis_aa_ALU73724.1, Rhodococcus_erythropolis_aa_ALU69716.1, Rhodococcus_erythropolis_aa_ALU72930.1, Rhodococcus_erythropolis_aa_ALU68725.1, Rhodococcus_erythropolis_aa_ALU69684.1, Rhodococcus_erythropolis_aa_ALU68621.1	Rhodococcus_erythropolis_aa_ALU67797.1, Rhodococcus_erythropolis_aa_ALU72402.1
OG0000002	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69140.1, Rhodococcus_erythropolis_aa_ALU72934.1, Rhodococcus_erythropolis_aa_ALU72213.1, Rhodococcus_erythropolis_aa_ALU69061.1, Rhodococcus_erythropolis_aa_ALU68794.1, Rhodococcus_erythropolis_aa_ALU69907.1, Rhodococcus_erythropolis_aa_ALU69135.1, Rhodococcus_erythropolis_aa_ALU73393.1, Rhodococcus_erythropolis_aa_ALU69330.1, Rhodococcus_erythropolis_aa_ALU69542.1, Rhodococcus_erythropolis_aa_ALU68305.1, Rhodococcus_erythropolis_aa_ALU72751.1, Rhodococcus_erythropolis_aa_ALU68056.1, Rhodococcus_erythropolis_aa_ALU68004.1, Rhodococcus_erythropolis_aa_ALU73724.1, Rhodococcus_erythropolis_aa_ALU69716.1, Rhodococcus_erythropolis_aa_ALU72930.1, Rhodococcus_erythropolis_aa_ALU68725.1, Rhodococcus_erythropolis_aa_ALU69684.1	Rhodococcus_erythropolis_aa_ALU68621.1
